Date,forecast
2020-12-07,844.5367480597621
2020-12-08,846.5177796083411
2020-12-09,846.9975045997984
2020-12-10,847.4076162045693
2020-12-11,847.9911765815851
2020-12-12,848.8217554936698
2020-12-13,850.1765162885282
2020-12-14,850.899289818066
2020-12-15,853.0213583622564
2020-12-16,853.6381822851871
2020-12-17,854.1787976260001
2020-12-18,854.883706640696
2020-12-19,855.8240867914396
2020-12-20,857.2749428739802
2020-12-21,858.078241023441
2020-12-22,860.2637449966102
2020-12-23,860.9257860011994
2020-12-24,861.4926930681689
2020-12-25,862.2047050606129
2020-12-26,863.1331892023951
2020-12-27,864.5537905299465
2020-12-28,865.309551053613
2020-12-29,867.4317194051504
2020-12-30,868.0164829417464
2020-12-31,868.494350304582
